movie,name from script,lemmatized name,gender,len of words
starwars_revenge-of-sith.php,PLATFORM:,PLATFORM,u,61
starwars_revenge-of-sith.php,PASSEL ARGENTE.,PASSEL,u,54
starwars_revenge-of-sith.php,INT. ELEVATOR,INT,u,53
starwars_revenge-of-sith.php,(re:,re,u,45
starwars_revenge-of-sith.php,CAPTAIN :,CAPTAIN,u,43
starwars_revenge-of-sith.php,OBI-WAN KENOBI,OBI,u,32
starwars_revenge-of-sith.php,PADME’S ROOM,PADME’S,u,32
starwars_revenge-of-sith.php,GENERAL GRIEVOUS:,GENERAL,m,28
starwars_revenge-of-sith.php,GREEN STARFIGHTER.,GREEN,u,20
starwars_revenge-of-sith.php,CAPTAIN ANTILLES,CAPTAIN,u,19
starwars_revenge-of-sith.php,BODYGUARD :,BODYGUARD,u,18
starwars_revenge-of-sith.php,(MORE),MORE,u,16
starwars_thephantomenace.php,QUI-GON :,QUI,m,4080
starwars_thephantomenace.php,ANAKIN :,ANAKIN,u,2899
starwars_thephantomenace.php,PALPATINE :,PALPATINE,u,2029
starwars_thephantomenace.php,AMIDALA :,AMIDALA,u,1472
starwars_thephantomenace.php,PADME :,PADME,u,1442
starwars_thephantomenace.php,WATTO :,WATTO,u,1296
starwars_thephantomenace.php,NUTE :,NUTE,u,1202
starwars_thephantomenace.php,OBI-WAN :,OBI,u,1006
starwars_thephantomenace.php,SHMI :,SHMI,u,646
starwars_thephantomenace.php,B :,B,u,530
starwars_thephantomenace.php,BIBBLE :,BIBBLE,u,487
starwars_thephantomenace.php,A :,A,u,462
starwars_thephantomenace.php,VALORUM :,VALORUM,u,439
starwars_thephantomenace.php,FODE/BEED :,FODE/BEED,u,424
starwars_thephantomenace.php,SEBULBA :,SEBULBA,u,321
starwars_thephantomenace.php,YODA :,YODA,u,275
starwars_thephantomenace.php,A:,A,u,209
starwars_thephantomenace.php,RUNE :,RUNE,m,169
starwars_thephantomenace.php,THREEPIO :,THREEPIO,u,118
starwars_thephantomenace.php,JABBA :,JABBA,u,107
starwars_thephantomenace.php,CAPTAIN :,CAPTAIN,u,74
starwars_thephantomenace.php,RABE :,RABE,u,62
starwars_thephantomenace.php,JIRA :,JIRA,u,57
starwars_thephantomenace.php,DOFINE :,DOFINE,u,40
starwars_thephantomenace.php,KITSTER :,KITSTER,u,40
starwars_thephantomenace.php,GUI-GON :,GUI,m,38
starwars_thephantomenace.php,WALD :,WALD,u,31
starwars_thephantomenace.php,SEEK :,SEEK,u,20
superman.php,LOIS:,LOIS,f,5526
superman.php,LUTHOR:,LUTHOR,u,5077
superman.php,SUPERMAN:,SUPERMAN,u,3603
superman.php,CLARK:,CLARK,m,3165
superman.php,JOR-EL,JOR,u,2819
superman.php,PERRY:,PERRY,m,2145
superman.php,EVE:,EVE,f,1643
superman.php,JONATHAN:,JONATHAN,m,1369
superman.php,MARTHA:,MARTHA,f,960
superman.php,FIRST ELDER:,FIRST,u,670
superman.php,OTIS:,OTIS,m,523
superman.php,NEWSCASTER:,NEWSCASTER,u,499
superman.php,ZOD:,ZOD,u,448
superman.php,LUTHOR :,LUTHOR,u,388
superman.php,SUPERMAN :,SUPERMAN,u,370
superman.php,JOR-EL'S VOICE,JOR,u,354
superman.php,JIMMY:,JIMMY,m,351
superman.php,LOIS (O.S.),LOIS,f,340
superman.php,SERGEANT:,SERGEANT,u,301
superman.php,EVE :,EVE,f,297
superman.php,CHIEF:,CHIEF,u,258
superman.php,LUTHOR'S VOICE,LUTHOR,u,252
superman.php,SUSIE:,SUSIE,f,227
superman.php,ANNOUNCER'S VOICE,ANNOUNCER,u,212
superman.php,LUTHOR (CONTD),LUTHOR,u,201
superman.php,(QUICKLY),QUICKLY,u,191
superman.php,LOIS :,LOIS,f,183
superman.php,(JOR-EL'S VOICE),JOR,u,160
superman.php,EVE'SVOICE,EVE,f,152
superman.php,FOOTBALL PLAYER:,FOOTBALL,u,146
superman.php,DRIVER:,DRIVER,u,141
superman.php,MOTHER'S VOICE,MOTHER,u,134
superman.php,EVE (CONTINUED),EVE,f,132
superman.php,LOIS (CONTD),LOIS,f,128
superman.php,LITTLE GIRL:,LITTLE,u,126
superman.php,MILITARY OFFICER,MILITARY,u,118
superman.php,MUGGER:,MUGGER,u,115
superman.php,CJCS:,CJCS,u,112
superman.php,CLARK :,CLARK,m,110
superman.php,JONATH.AN,JONATHAN,m,107
superman.php,MOONEY:,MOONEY,u,106
superman.php,LARA:,LARA,f,102
superman.php,NOTE:,NOTE,u,102
superman.php,PIMP:,PIMP,u,101
superman.php,MOTHER:,MOTHER,u,96
superman.php,OTIS :,OTIS,m,81
superman.php,PILOT:,PILOT,u,79
superman.php,PULLS BACK:,PULLS,u,78
superman.php,VOND- AH,VOND-,u,74
superman.php,(TO EVE'),TO,m,73
superman.php,EVE'S VOICE,EVE,f,71
superman.php,REPORTER:,REPORTER,u,68
superman.php,wire:,wire,u,65
superman.php,NEWSCATER:,NEWSCATER,u,57
superman.php,SECOND ELDER:,SECOND,u,55
superman.php,Suddenly:,Suddenly,u,55
superman.php,SERGEANT :,SERGEANT,u,53
superman.php,Second:,Second,u,53
superman.php,JONATHAN :,JONATHAN,m,49
superman.php,CI.ARK,CIARK,u,48
superman.php,TRUCK DRIVERS:,TRUCK,u,46
superman.php,VOND-AH,VOND,u,43
superman.php,BURGLAR:,BURGLAR,u,41
superman.php,MARTHA :,MARTHA,f,40
superman.php,JONATHAN'S VOICE,JONATHAN,m,38
superman.php,CO-PILOT,CO,m,38
superman.php,NEWSCASTER :,NEWSCASTER,u,37
superman.php,(unbelieving):,unbelieving,u,37
superman.php,URSA:,URSA,u,36
superman.php,VOICE:,VOICE,u,35
superman.php,CLA.RK,CLARK,m,35
superman.php,distance:,distance,u,34
superman.php,PERRY :,PERRY,m,33
superman.php,ANNOUNCER'S COICE,ANNOUNCER,u,33
superman.php,WARDEN:,WARDEN,u,31
superman.php,FOURTH VOICE:,FOURTH,u,30
superman.php,MARTHA'S VOICE,MARTHA,f,26
superman.php,MAJOR :,MAJOR,m,26
superman.php,CROWD MEMBER:,CROWD,u,24
superman.php,FOOTBALL PLAYER,FOOTBALL,u,23
superman.php,FLASH CUT:,FLASH,u,23
superman.php,Behindit:,Behindit,u,22
superman.php,ANNOUNCER'S VOICE.,ANNOUNCER,u,22
superman.php,FATHER:,FATHER,u,21
superman.php,"DRIVER,","DRIVER,",u,21
superman.php,PRESIDENT'S VOICE,PRESIDENT,u,21
superman.php,CMAERA PANS:,CMAERA,u,20
superman.php,R-E.,R,u,19
superman.php,NEWCASTER'S,NEWCASTER,u,19
superman.php,NE\WSCASTER,NE\WSCASTER,u,18
superman.php,CLARK,CLARK,m,18
superman.php,REPORTERS,REPORTERS,u,18
superman.php,MUGGER :,MUGGER,u,12
superman.php,SECOND VOICE:,SECOND,u,12
superman.php,FIRST HOOD,FIRST,u,12
superman.php,SUSIE :,SUSIE,f,11
superman.php,FIRST HOOD:,FIRST,u,11
supermanII.pdf,LARA,LARA,f,2360
supermanII.pdf,PERRY,PERRY,m,1661
supermanII.pdf,LUTHOR,LUTHOR,u,1179
supermanII.pdf,LEX,LEX,m,1115
supermanII.pdf,SUPERMAN,SUPERMAN,u,1114
supermanII.pdf,BELLBOY,BELLBOY,u,1063
supermanII.pdf,EVE,EVE,f,893
supermanII.pdf,NEWSMAN,NEWSMAN,u,807
supermanII.pdf,SHERIFF,SHERIFF,u,794
supermanII.pdf,JIMMY,JIMMY,m,779
supermanII.pdf,ZOD,ZOD,u,679
supermanII.pdf,SPOKESMAN,SPOKESMAN,u,548
supermanII.pdf,PRESIDENT,PRESIDENT,u,511
supermanII.pdf,J.J.,JJ,u,501
supermanII.pdf,OTIS,OTIS,m,487
supermanII.pdf,DEPUTY,DEPUTY,u,487
supermanII.pdf,SECOND CONTROLLER,SECOND,u,469
supermanII.pdf,TRUCKER,TRUCKER,u,426
supermanII.pdf,ELDER (V.O.),ELDER,u,404
supermanII.pdf,KRON-DAR,KRON,m,352
supermanII.pdf,NATE,NATE,f,315
supermanII.pdf,BOOG,BOOG,u,303
supermanII.pdf,WILLIE,WILLIE,m,295
supermanII.pdf,SERGE,SERGE,m,268
supermanII.pdf,JAPANESE MOTHER,JAPANESE,u,252
supermanII.pdf,PRESIDENT'S VOICE,PRESIDENT,u,224
supermanII.pdf,FIRST CONTROLLER,FIRST,u,200
supermanII.pdf,GUARD,GUARD,u,195
supermanII.pdf,LOIS,LOIS,f,183
supermanII.pdf,FIRST REPORTER,FIRST,u,182
supermanII.pdf,COUNTERMAN,COUNTERMAN,u,181
supermanII.pdf,LADY,LADY,u,165
supermanII.pdf,MAJOR,MAJOR,m,158
supermanII.pdf,ANNOUNCER,ANNOUNCER,u,146
supermanII.pdf,SECOND REPORTER,SECOND,u,144
supermanII.pdf,JASON,JASON,m,144
supermanII.pdf,FATHER,FATHER,u,141
supermanII.pdf,LUHTOR,LUHTOR,u,136
supermanII.pdf,URSA,URSA,u,135
supermanII.pdf,SHOPKEEPER,SHOPKEEPER,u,132
supermanII.pdf,CLAUDE,CLAUDE,m,129
supermanII.pdf,GUY,GUY,m,121
supermanII.pdf,MOTHER,MOTHER,u,113
supermanII.pdf,A WOMAN,A,u,113
supermanII.pdf,YOUNG AIDE,YOUNG,f,109
supermanII.pdf,LUC,LUC,m,96
supermanII.pdf,PHIL,PHIL,m,94
supermanII.pdf,NUN,NUN,u,94
supermanII.pdf,CLARK,CLARK,m,90
supermanII.pdf,(JIMMY ),JIMMY,m,84
supermanII.pdf,THE PRESIDENT,THE,f,82
supermanII.pdf,(ZOD ),ZOD,u,82
supermanII.pdf,NEWS ANNOUNCER,NEWS,u,81
supermanII.pdf,ROBBIE,ROBBIE,m,79
supermanII.pdf,VOICE OVER,VOICE,u,77
supermanII.pdf,SPOTTER,SPOTTER,u,74
supermanII.pdf,DINO,DINO,m,70
supermanII.pdf,OLD LADY,OLD,u,69
supermanII.pdf,(OTIS ),OTIS,m,67
supermanII.pdf,and:,and,u,62
supermanII.pdf,THE CABBIE,THE,f,61
supermanII.pdf,OFFICE WORKER,OFFICE,u,60
supermanII.pdf,SUPERMAN'S VOICE,SUPERMAN,u,56
supermanII.pdf,CLARK'S VOICE,CLARK,m,55
supermanII.pdf,CONTINUED,INUED,u,54
supermanII.pdf,SECOND ELDER,SECOND,u,52
supermanII.pdf,CABBIE,CABBIE,u,49
supermanII.pdf,"FATHER,","FATHER,",u,43
supermanII.pdf,GENERAL,GENERAL,m,41
supermanII.pdf,ELDERS,ELDERS,u,40
supermanII.pdf,FIRST POLICEMAN,FIRST,u,38
supermanII.pdf,DAUGHTER,DAUGHTER,u,35
supermanII.pdf,(to mike:),to,m,33
supermanII.pdf,(LEX ),LEX,m,28
supermanII.pdf,SECOND CONTOLLER,SECOND,u,27
supermanII.pdf,(LAUGHS),LAUGHS,u,21
supermanII.pdf,(URSA ),URSA,u,20
supermanII.pdf,THIRD REPORTER,THIRD,u,19
supermanII.pdf,RICHARD LESTER,RICHARD,m,18
terminator-2-judgement-day-1991.pdf,TIM,TIM,m,360
terminator-2-judgement-day-1991.pdf,LLOYD,LLOYD,m,312
terminator-2-judgement-day-1991.pdf,CIGAR BIKER,CIGAR,u,310
terminator-2-judgement-day-1991.pdf,AND FOREARM.,AND,u,309
terminator-2-judgement-day-1991.pdf,TERMINATOR,TERMINATOR,u,231
terminator-2-judgement-day-1991.pdf,WEATHERSBY,WEATHERSBY,u,230
terminator-2-judgement-day-1991.pdf,VOICE,VOICE,u,229
terminator-2-judgement-day-1991.pdf,JOHN,JOHN,m,228
terminator-2-judgement-day-1991.pdf,DANNY,DANNY,m,212
terminator-2-judgement-day-1991.pdf,SARAH (V.O.),SARAH,f,198
terminator-2-judgement-day-1991.pdf,FIRST KID,FIRST,u,191
terminator-2-judgement-day-1991.pdf,GIBBONS,GIBBONS,u,179
terminator-2-judgement-day-1991.pdf,MOSSBERG,MOSSBERG,u,178
terminator-2-judgement-day-1991.pdf,DOUGLAS,DOUGLAS,m,177
terminator-2-judgement-day-1991.pdf,REESE,REESE,m,177
terminator-2-judgement-day-1991.pdf,GIRL,GIRL,u,167
terminator-2-judgement-day-1991.pdf,SILBERMAN,SILBERMAN,u,163
terminator-2-judgement-day-1991.pdf,SALCEDA,SALCEDA,u,163
terminator-2-judgement-day-1991.pdf,DISPATCHER (V.O.),DISPATCHER,u,151
terminator-2-judgement-day-1991.pdf,REESE (O.S.),REESE,m,143
terminator-2-judgement-day-1991.pdf,OFFICER X,OFFICER,u,136
terminator-2-judgement-day-1991.pdf,TARISSA,TARISSA,u,124
terminator-2-judgement-day-1991.pdf,JANELLE,JANELLE,f,110
terminator-2-judgement-day-1991.pdf,CPU.,CPU,u,105
terminator-2-judgement-day-1991.pdf,VIDEO SARAH,VIDEO,u,93
terminator-2-judgement-day-1991.pdf,FIRST GIRL,FIRST,u,91
terminator-2-judgement-day-1991.pdf,WOMAN,WOMAN,u,87
terminator-2-judgement-day-1991.pdf,DYSON,DYSON,u,62
terminator-2-judgement-day-1991.pdf,BIKE COP,BIKE,u,60
terminator-2-judgement-day-1991.pdf,TODD,TODD,m,43
terminator-2-judgement-day-1991.pdf,FIRST JOCK,FIRST,u,36
terminator-2-judgement-day-1991.pdf,MOSHIER,MOSHIER,u,36
terminator-2-judgement-day-1991.pdf,NIGHT NURSE,NIGHT,f,33
terminator-2-judgement-day-1991.pdf,WINDOW WOMAN,WINDOW,u,28
terminator-2-judgement-day-1991.pdf,BRYANT,BRYANT,m,27
terminator-2-judgement-day-1991.pdf,DRIVER,DRIVER,u,24
terminator-2-judgement-day-1991.pdf,LEADER,LEADER,u,23
terminator-2-judgement-day-1991.pdf,BLYTHE,BLYTHE,f,21
terminator-2-judgement-day-1991.pdf,VIDEO SILBERMAN,VIDEO,u,19
terminator-2-judgement-day-1991.pdf,SARAH,SARAH,f,15
terminator-2-judgement-day-1991.pdf,MILES,MILES,m,11
the bells of st.mary.pdf,#NAME?,-,u,265
the bells of st.mary.pdf,#NAME?,-,u,181
the bells of st.mary.pdf,OK.,OK,f,166
The Bible.pdf,NARRATOR:,NARRATOR,u,653
The Bible.pdf,GOD:,GOD,u,80
The Bible.pdf,iGOD:,iGOD,u,62
The Bible.pdf,ABRAHAM:,ABRAHAM,m,49
The Bible.pdf,LOT:,LOT,f,34
The Bible.pdf,EVE:,EVE,f,30
The Bible.pdf,(PEOPLE LAUGHING),PEOPLE,u,11
The Bible.pdf,(ANIMALS SQUAWK),ANIMALS,u,11
the bridge on the river kwai.pdf,they'll say:,they,u,167
The Greatest Show on Earth.pdf,I...,I,u,156
The Greatest Show on Earth.pdf,#NAME?,-,u,118
The Sea Chase.pdf,and where:,and,u,191
The Sea Chase.pdf,about grandchildren:,about,u,160
The Snake Pit.pdf,#NAME?,-,u,153
The Snake Pit.pdf,Question:,Question,u,148
The Snake Pit.pdf,#NAME?,-,u,133
the-avengers-2012.pdf,TONY,TONY,m,9349
the-avengers-2012.pdf,FURY,FURY,u,7898
the-avengers-2012.pdf,NATASHA,NATASHA,f,6013
the-avengers-2012.pdf,LOKI,LOKI,u,5259
the-avengers-2012.pdf,BANNER,BANNER,u,4422
the-avengers-2012.pdf,STEVE,STEVE,m,4234
the-avengers-2012.pdf,THOR,THOR,m,3448
the-avengers-2012.pdf,CAPTAIN AMERICA,CAPTAIN,u,2947
the-avengers-2012.pdf,AGENT COULSON,AGENT,u,2938
the-avengers-2012.pdf,BARTON,BARTON,m,2858
the-avengers-2012.pdf,IRON MAN,IRON,u,1945
the-avengers-2012.pdf,SELVIG,SELVIG,u,1420
the-avengers-2012.pdf,PEPPER,PEPPER,u,1285
the-avengers-2012.pdf,MARIA HILL,MARIA,f,1162
the-avengers-2012.pdf,SECURITY GUARD,SECURITY,u,838
the-avengers-2012.pdf,JARVIS,JARVIS,m,715
the-avengers-2012.pdf,INTERCOM VOICE,INTERCOM,u,705
the-avengers-2012.pdf,COUNCILMAN,COUNCILMAN,u,699
the-avengers-2012.pdf,THE OTHER,THE,f,668
the-avengers-2012.pdf,GEORGI LUCHKOV,GEORGI,m,535
the-avengers-2012.pdf,END INTERCUT,END,u,491
the-avengers-2012.pdf,POLICE SERGEANT,POLICE,u,374
the-avengers-2012.pdf,FOLLOWING SHOT:,FOLLOWING,u,355
the-avengers-2012.pdf,REPORTER (V.O),REPORTER,u,344
the-avengers-2012.pdf,PEPPER (V.O),PEPPER,u,282
the-avengers-2012.pdf,FURY (V.O),FURY,u,258
the-avengers-2012.pdf,COUNCILMAN (V.O),COUNCILMAN,u,231
the-avengers-2012.pdf,SCIENTIST (V.O),SCIENTIST,u,227
the-avengers-2012.pdf,LOKI (V.O),LOKI,u,225
the-avengers-2012.pdf,TONY (V.O),TONY,m,223
the-avengers-2012.pdf,YOUNG GIRL,YOUNG,f,209
the-avengers-2012.pdf,COUNCILWOMAN,COUNCILWOMAN,u,160
the-avengers-2012.pdf,COUNCILWOMAN (V.O),COUNCILWOMAN,u,158
the-avengers-2012.pdf,NATASHA (CONT’D),NATASHA,f,152
the-avengers-2012.pdf,PEPPER (O.S),PEPPER,u,147
the-avengers-2012.pdf,HELICARRIER INTERCOM,HELICARRIER,u,143
the-avengers-2012.pdf,MALE REPORTER,MALE,u,134
the-avengers-2012.pdf,THE SENATOR,THE,f,134
the-avengers-2012.pdf,JET PILOT,JET,f,126
the-avengers-2012.pdf,WAITRESS,WAITRESS,u,119
the-avengers-2012.pdf,SHIELD WORKER,SHIELD,u,117
the-avengers-2012.pdf,FACELESS PILOT,FACELESS,u,116
the-avengers-2012.pdf,YOUNG COP,YOUNG,f,113
the-avengers-2012.pdf,NASA SCIENTIST,NASA,u,102
the-avengers-2012.pdf,TONY (O.S),TONY,m,88
the-avengers-2012.pdf,MALE CITIZEN,MALE,u,87
the-avengers-2012.pdf,SHIELD AGENT,SHIELD,u,73
the-avengers-2012.pdf,HULK,HULK,u,72
the-avengers-2012.pdf,CALCUTTA WOMAN,CALCUTTA,u,56
the-avengers-2012.pdf,FURY (O.S),FURY,u,52
the-avengers-2012.pdf,SELVIG (O.S),SELVIG,u,52
the-avengers-2012.pdf,WIFE,WIFE,u,51
the-avengers-2012.pdf,HUSBAND,HUSBAND,u,50
the-avengers-2012.pdf,BRIDGE TECH,BRIDGE,u,49
the-avengers-2012.pdf,WAITRESS (V.O),WAITRESS,u,47
the-avengers-2012.pdf,SHIELD ENGINEER,SHIELD,u,46
the-avengers-2012.pdf,NATASHA (V.O),NATASHA,f,42
the-avengers-2012.pdf,STAN LEE,STAN,m,42
the-avengers-2012.pdf,WEASELLY THUG,WEASELLY,u,38
the-avengers-2012.pdf,MAINTENANCE GUY,MAINTENANCE,u,34
the-avengers-2012.pdf,PILOT,PILOT,u,28
the-avengers-2012.pdf,BANNER (CONT’D),BANNER,u,20
the-avengers-2012.pdf,COUNCILWOMAN (O.S),COUNCILWOMAN,u,18
the-avengers-2012.pdf,FEMALE CITIZEN,FEMALE,u,17
the-avengers-2012.pdf,TONY (CONT’D),TONY,m,15
The-Exorcist.php,CHRIS:,CHRIS,m,13739
The-Exorcist.php,KARRAS:,KARRAS,u,10471
The-Exorcist.php,MERRIN:,MERRIN,u,6729
The-Exorcist.php,KINDERMAN:,KINDERMAN,u,4482
The-Exorcist.php,DR. KLEIN,DR,u,3015
The-Exorcist.php,REGAN:,REGAN,f,2955
The-Exorcist.php,REGAN/DEMON,REGAN/DEMON,u,2440
The-Exorcist.php,FATHER DYER:,FATHER,u,2056
The-Exorcist.php,SHARON:,SHARON,f,1270
The-Exorcist.php,CLINIC DIRECTOR:,CLINIC,u,1068
The-Exorcist.php,PSYCHIATRIST:,PSYCHIATRIST,u,1040
The-Exorcist.php,DOCTOR:,DOCTOR,u,1022
The-Exorcist.php,BURKE:,BURKE,u,987
The-Exorcist.php,UNCLE:,UNCLE,u,890
The-Exorcist.php,DR. TANNEY,DR,u,769
The-Exorcist.php,NURSE:,NURSE,u,693
The-Exorcist.php,MAN:,MAN,m,630
The-Exorcist.php,PRESIDENT:,PRESIDENT,u,576
The-Exorcist.php,KARL:,KARL,m,547
The-Exorcist.php,MALE NURSE:,MALE,u,509
The-Exorcist.php,CARDINAL:,CARDINAL,u,465
The-Exorcist.php,MRS.KARRAS,MRSKARRAS,u,405
The-Exorcist.php,WILLIE:,WILLIE,m,311
The-Exorcist.php,CREW MEMBER:,CREW,u,310
The-Exorcist.php,ACTOR:,ACTOR,u,298
The-Exorcist.php,YOUNG BOY:,YOUNG,f,281
The-Exorcist.php,CHUCK:,CHUCK,m,281
The-Exorcist.php,ASTRONAUT:,ASTRONAUT,u,250
The-Exorcist.php,REGAN/MRS. KARRAS,REGAN/MRS,u,225
The-Exorcist.php,CREW:,CREW,u,222
The-Exorcist.php,BYSTANDER:,BYSTANDER,u,192
The-Exorcist.php,LAB DIRECTOR:,LAB,u,169
The-Exorcist.php,MRS. KARRAS,MRS,u,144
The-Exorcist.php,REGAN/HOMELESS GUY,REGAN/HOMELESS,u,143
The-Exorcist.php,HOMELESS GUY:,HOMELESS,u,141
The-Exorcist.php,EVERYONE:,EVERYONE,u,118
The-Exorcist.php,REGAN/BURKE,REGAN/BURKE,u,99
The-Exorcist.php,MALE VOICE:,MALE,u,94
The-Exorcist.php,MIKE:,MIKE,m,45
The-Exorcist.php,DYER:,DYER,u,43
The-Exorcist.php,FEMALE DOCTOR:,FEMALE,u,25
the-godfather.php,MICHAEL:,MICHAEL,m,11977
the-godfather.php,DON CORLEONE:,DON,m,8467
the-godfather.php,SONNY:,SONNY,m,5964
the-godfather.php,HAGEN:,HAGEN,m,5451
the-godfather.php,EXT DAY:,EXT,u,3454
the-godfather.php,CLEMENZA:,CLEMENZA,f,3159
the-godfather.php,SOLLOZZO:,SOLLOZZO,u,2969
the-godfather.php,KAY:,KAY,m,2177
the-godfather.php,CONNIE:,CONNIE,f,1624
the-godfather.php,INT DAY:,INT,u,1526
the-godfather.php,INT NITE:,INT,u,1362
the-godfather.php,BONASERA:,BONASERA,u,1309
the-godfather.php,CARLO:,CARLO,m,1235
the-godfather.php,FABRIZZIO:,FABRIZZIO,u,1211
the-godfather.php,WOLTZ:,WOLTZ,u,1066
the-godfather.php,MOE:,MOE,f,945
the-godfather.php,FREDO:,FREDO,m,871
the-godfather.php,EXT NITE:,EXT,u,864
the-godfather.php,TESSIO:,TESSIO,u,837
the-godfather.php,MAMA:,MAMA,u,821
the-godfather.php,MCCLUSKEY:,MCCLUSKEY,u,787
the-godfather.php,DON TOMMASSINO:,DON,m,756
the-godfather.php,JOHNNY:,JOHNNY,m,640
the-godfather.php,BARZINI:,BARZINI,u,507
the-godfather.php,NAZORINE:,NAZORINE,u,497
the-godfather.php,HAGEN (O.S.),HAGEN,m,490
the-godfather.php,PAULIE:,PAULIE,m,483
the-godfather.php,NURSE:,NURSE,u,476
the-godfather.php,VITELLI:,VITELLI,u,450
the-godfather.php,MICHAEL (O.S.),MICHAEL,m,403
the-godfather.php,son:,son,m,337
the-godfather.php,CLEMENZA (O.S.),CLEMENZA,f,299
the-godfather.php,CALO:,CALO,u,287
the-godfather.php,GENCO:,GENCO,u,271
the-godfather.php,VOICE (O.S.),VOICE,u,265
the-godfather.php,LUCA:,LUCA,m,248
the-godfather.php,PRIEST:,PRIEST,u,246
the-godfather.php,WOMAN:,WOMAN,u,220
the-godfather.php,SOLLOZZO (O.S.),SOLLOZZO,u,216
the-godfather.php,His face:,His,m,210
the-godfather.php,TESSIO (O.S.),TESSIO,u,204
the-godfather.php,DON ZALUCHI:,DON,m,171
the-godfather.php,SONNY (O.S.),SONNY,m,170
the-godfather.php,ENZO:,ENZO,m,170
the-godfather.php,brass mailboxes:,brass,u,170
the-godfather.php,APPOLONIA:,APPOLONIA,u,156
the-godfather.php,LUCY:,LUCY,f,149
the-godfather.php,MAN:,MAN,m,149
the-godfather.php,NERI:,NERI,m,145
the-godfather.php,GIRL (O.S.),GIRL,u,136
the-godfather.php,FREDO (O.S.),FREDO,m,103
the-godfather.php,CONNIE (O.S.),CONNIE,f,102
the-godfather.php,DRIVER:,DRIVER,u,98
the-godfather.php,LAMPONE:,LAMPONE,u,97
the-godfather.php,KAY (O.S.),KAY,m,91
the-godfather.php,A DETECTIVE:,A,u,90
the-godfather.php,BUTTON MAN:,BUTTON,u,80
the-godfather.php,hand:,hand,u,79
the-godfather.php,(it fires:,it,u,77
the-godfather.php,GIRL:,GIRL,u,72
the-godfather.php,PAULIE (O.S.),PAULIE,m,70
the-godfather.php,INT NIGHT:,INT,u,63
the-godfather.php,EXT DUSK:,EXT,u,63
the-godfather.php,SANDRA (O.S.),SANDRA,f,59
the-godfather.php,BRUNO:,BRUNO,m,53
the-godfather.php,FADE IN:,FADE,u,51
the-godfather.php,SANDRA:,SANDRA,f,49
the-godfather.php,DETECTIVES.,DETECTIVES,u,43
the-godfather.php,MICHAEL (CONT'D.),MICHAEL,m,34
the-godfather.php,LAMPONE (O.S.),LAMPONE,u,32
the-godfather.php,BONASERA (O.S.),BONASERA,u,32
the-godfather.php,MRS. BONASERA,MRS,u,21
the-godfather.php,COP:,COP,u,20
the-godfather.php,LUCA (O.S.),LUCA,m,15
the-godfather.php,driver's seat:,driver,u,12
the-godfather.php,CONNIE'S VOICE,CONNIE,f,10
the-graduate.php,BEN:,BEN,m,30046
the-graduate.php,MRS. ROBINSON,MRS,u,8917
the-graduate.php,ELAINE:,ELAINE,f,5426
the-graduate.php,MR. ROBINSON,MR,u,4040
the-graduate.php,MR. BRADDOCK,MR,u,3041
the-graduate.php,MRS. BRADDOCK,MRS,u,1597
the-graduate.php,BEN'S VOICE,BEN,m,1136
the-graduate.php,ROOM CLERK:,ROOM,u,856
the-graduate.php,MR. MCQUIRE,MR,u,453
the-graduate.php,MRS. SINGLEMAN,MRS,u,427
the-graduate.php,ELAINE'S VOICE,ELAINE,f,393
the-graduate.php,WOMAN'S VOICE,WOMAN,u,352
the-graduate.php,CAPTAIN'S VOICE,CAPTAIN,u,300
the-graduate.php,MAN'S VOICE,MAN,m,281
the-graduate.php,MR. LOOMIS,MR,u,256
the-graduate.php,STEWARDESS' VOICE,STEWARDESS',u,248
the-graduate.php,MR. CARLSON,MR,u,244
the-graduate.php,DAY:,DAY,u,207
the-graduate.php,MRS. CARLSON,MRS,u,193
the-graduate.php,MR. ARNOLD,MR,u,152
the-graduate.php,CARL'S VOICE,CARL,m,146
the-graduate.php,CARL:,CARL,m,139
the-graduate.php,ATTENDANT:,ATTENDANT,u,136
the-graduate.php,to reveal:,to,u,122
the-graduate.php,STRIPPER:,STRIPPER,u,102
the-graduate.php,VOICE:,VOICE,u,71
the-graduate.php,WINDOW:,WINDOW,u,71
the-graduate.php,CARTER'S VOICE,CARTER,m,71
the-graduate.php,SOUND:,SOUND,u,64
the-graduate.php,CLERK:,CLERK,u,59
the-graduate.php,NIGHT:,NIGHT,f,59
the-graduate.php,BELLBOY:,BELLBOY,u,55
the-graduate.php,CUT TO:,CUT,u,46
the-graduate.php,MR. SINGLEMAN,MR,u,28
the-graduate.php,DRIVER:,DRIVER,u,24
the-graduate.php,A BOY:,A,u,21
the-graduate.php,MRS. ARNOLD,MRS,u,19
the-graduate.php,CAMERA),CAMERA,u,16
the-graduate.php,JEFFREY SINGLEMAN,JEFFREY,m,16
the-graduate.php,NO.,NO,u,16
the-graduate.php,DISSOLVE TO:,DISSOLVE,u,15
the-graduate.php,SOUNDS:,SOUNDS,u,14
the-graduate.php,CAR PARKER:,CAR,u,13
the-graduate.php,TELEGRAM:,TELEGRAM,u,12
The_Sound_Of_Music_2.pdf,BARONESS,BARONESS,u,211
The_Sound_Of_Music_2.pdf,SISTER ISABELLA.,SISTER,u,192
